fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10850/contents/2074814,Brandsen,Decreto Nº1006 en el boletín 208º de Brandsen,,15/07/2024,,,objetivo,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10850/contents/2074814,"Que a fs. 21 obra nota de la Jefe de Contrataciones y Licitaciones mediante la cual informa que, habiéndose realizado la apertura del Concurso de Precios N°15/2024 y por la que no se ha recibido oferta alguna, en tal ... […] un llamado a Concurso de Precios Nº 15/2024, para la adquisición de seis (6) Neumáticos para carga y transporte- Neumaticos 14.00-24 16 PR TL W3DN 62/L2 MARCHER) destinadas a MOTONIVELADORA PAUNY N. INVENT 3215- afectada al mantenimiento de caminos rurales, y; ... […] ARTÍCULO 1º.- Declárese desierto el Concurso de Precios N° 15/2024, para la adquisición de seis (6) Neumát",2024-07-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10902/contents/2074350,Coronel Suárez,Decreto Nº1366/2024 en el boletín 140º de Coronel Suárez,,11/07/2024,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10902/contents/2074350,"Que es necesaria su adquisición, a través de un Concurso de Precios, según lo establece la Ley Orgánica Municipal ... […] la necesidad de adquirir Neumáticos para distintos equipos de Gerencia Vial Rural, y – ... […] ) - - - - - Neumáticos p/Tractor y Eq Vial, de Gerencia Vial Rural, costo total estimado $ 7.200.000,00 (pesos siete millones doscientos mil) de acuerdo a lo expuesto en el considerando ...",2024-07-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10885/contents/2073577,Bahia Blanca,Resolución Nº204 en el boletín 340º de Bahia Blanca,,05/07/2024,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/10885/contents/2073577,"constatar que la llanta se había doblado, y la goma tenía dos rajaduras… … Lo descripto demuestra una desidia total de parte de la municipalidad en cuanto a los servicios brindados ...",2024-07-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2065817,Nueve de Julio,Licitación Nº20/2024 en el boletín 96º de Nueve de Julio,,03/07/2024,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2065817,"Autorízase el llamado a licitación privada Nº 20 para la compra de Neumáticos para el área de la Secretaría de Obras y Servicios Públicos, y la Secretaría de Gobierno y Producción, a llevarse a cabo el 11 de junio de 2024 a las 10:00 horas. en la Subsecretaría de Contrataciones de esta Municipalidad. ...",2024-07-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2065815,Nueve de Julio,Decreto Nº1004/2024 en el boletín 96º de Nueve de Julio,,03/07/2024,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2065815,"Que corresponde dictar acto administrativo a efectos del llamado a Licitación Privada Nº 20, en el marco del Expediente Municipal 4082-270/2024 ... […] La comunicación NO-2024-00014722-MUNINUE-SSC#SAH. La solicitud de Decreto efectuada por la señora Sub Secretaria de Contrataciones ... […] LICITACIÓN PRIVADA N° 20 – COMPRA DE NEUMÁTICOS - LLAMADO. ...",2024-07-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2069284,Nueve de Julio,Decreto Nº1046/2024 en el boletín 96º de Nueve de Julio,,03/07/2024,,adjudicada,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10791/contents/2069284,"Que corresponde dictar acto administrativo expreso, de conformidad a las constancias enunciadas ... […] La comunicación NO–2024-00015435-MUNINUE-SSC#SAH. El expediente Nº 4082-270/2024. La solicitud de la Secretaría de Gobierno y Producción y Secretaría de Obras y Servicios Públicos. Las invitaciones a cotizar ... […] LICITACIÓN PRIVADA N° 20 - NEUMÁTICOS - ADJUDICACIÓN. ...",2024-07-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10828/contents/2070315,Bahia Blanca,Decreto Nº1622 en el boletín 339º de Bahia Blanca,,02/07/2024,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/10828/contents/2070315,"Visto las actuaciones originadas por la Subsecretaría de Ambiente, dependiente de la Agencia de Salud, Desarrollo Social, Ambiente y Hábitat, para la adquisición de una batería original para sonómetro - Conforme a la solicitud de pedido Nº ... […] KEES Y MAUVECIN S.R.L (Proveedor Nº 7.371) , la provisión de una batería original para sonómetro perteneciente a la Subsecretaría de Ambiente, por mejor oferta económica, que cumple con las especificaciones técnicas requeridas ...",2024-07-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10788/contents/2068731,Coronel Suárez,Decreto Nº1161/2024 en el boletín 139º de Coronel Suárez,,28/06/2024,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10788/contents/2068731,"Que es necesaria su adquisición, a través de un Concurso de Precios, según lo establece la Ley Orgánica Municipal ... […] la necesidad de adquirir Neumáticos , para Gerencia Vial Rural, y – ... […] ) - - - - - NEUMÁTICOS para Retroexcavadora de Gerencia Vial Rural, costo total estimado $ 3.110.120,00 (pesos tres millones ciento diez mil ciento veinte) de acuerdo a lo expuesto ...",2024-06-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10788/contents/2072118,Coronel Suárez,Decreto Nº1339/2024 en el boletín 139º de Coronel Suárez,,28/06/2024,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10788/contents/2072118,"Que el art. 119, de la LOM, faculta al Departamento Ejecutivo a realizar transferencias de créditos; Que este Departamento Ejecutivo considera necesario realizar ciertas adecuaciones presupuestarias ... […] la Ordenanza Nº 8206, a través de la cual se sanciona el Cálculo de Recursos y Presupuesto de Gastos para el Ejercicio 2024 ... […] Cubiertas y cámaras de aire 1110101000 ...",2024-06-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10769/contents/2064641,Mercedes,Decreto Nº663/2024 en el boletín 79º de Mercedes,,13/06/2024,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10769/contents/2064641,") cubiertas tipo 135/75 17,5 lisas para recambio de minibus, en el marco del Concurso de Precios n° 25/2024. Que, habiéndose previsto como fecha de apertura de sobres del llamado el día 02/05/2024, se han presentado ... […] en se encuentran por debajo del costo estimado por la Municipalidad, resultando ser conveniente para los intereses municipales, habida cuenta del presupuesto oficial obrante a fs. 6. Que, respecto al tipo de cubierta ... […] de Neumáticos Verona, como la de Testa Alfredo Abel cumplen con las especificaciones correctas del tipo y modelo de cubiertas necesarias para el recamb",2024-06-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10754/contents/2064657,Zárate,Decreto Nº430/24 en el boletín 11º de Zárate,,13/06/2024,,,objetivo,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/10754/contents/2064657,"Que, mediante la Ordenanza Nº 5129, citada en el Visto, el Honorable Concejo Deliberante del Partido de Zárate, exceptúa a la SOCIEDAD PROTECTORA DE ANIMALES DE ZARATE, del pago del 5 % del Fondo Benéfico de Rifas; ... […] La Ordenanza Nº 5129, sancionada por el Honorable Concejo Deliberante del Partido de Zárate, en fecha 28/05/2024 ... […] SE EXCEPTUA A LA SOCIEDAD PROTECTORA DE ANIMALES DE ZARATE DEL PAGO DEL 5% DEL FONDO BENEFICO DE RIFAS ...",2024-06-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10765/contents/2064799,General San Martín,Decreto Nº0334/24 en el boletín 1948º de General San Martín,,12/06/2024,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10765/contents/2064799,"Aprobando Licitación Privada Nº 67/24, CUBIERTAS .- ...",2024-06-12,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10759/contents/2066548,Brandsen,Decreto Nº0916 en el boletín 207º de Brandsen,,11/06/2024,,,objetivo,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/10759/contents/2066548,": Vienen las presentes actuaciones a esta Sub-Dirección de Asuntos Legales a fin de emitir opinión sobre el CONCURSO DE PRECIOS Nº15/2024 sobre Adquisición de neumáticos destinados a motoniveladoras Pauny Nº inventario 3215 ... […] el expediente Nº 4015-35444/24, por el cual la Secretaria de Obras Publicas gestiona un llamado a Concurso de Precios Nº 15/2024 para la adquisición de seis (6) Neumaticos para carga y transporte- Neumaticos 14.00-24 16 PR TL W3DN 62/L2 MARCHER) destinadas a MOTONIVELADORA PAUNY N. INVENT 3215- afectada al mantenimiento de caminos rurales, y; ... […] ARTÍCULO 1º.- A",2024-06-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10633/contents/2054352,Coronel Rosales,Decreto Nº115/2024 en el boletín 39º de Coronel Rosales,,10/06/2024,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10633/contents/2054352,"Que atento al establecido en el Art. 119º último párrafo de la Ley Orgánica de las Municipalidades y el Art. 24° del Decreto 2980/00, el Departamento Ejecutivo podrá practicar directamente la ampliación y creaciones de partidas que se financien ... […] La necesidad de adecuar el Cálculo de Recursos y Presupuesto de Gastos 2024 en función de los fondos recibidos por el Ministerio de Ambiente de la Provincia de Buenos Aires, un subsidio de Emergencia para atender las consecuencias provocadas ... […] TREINTA MILLONES ($30.000.000,00) JURISDICCION 1110121000- Secretaria de Desarrollo Económico Sus",2024-06-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10711/contents/2060135,Bahia Blanca,Decreto Nº1353 en el boletín 336º de Bahia Blanca,,03/06/2024,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10711/contents/2060135,"y Nº 18 por las cuales se acordaron las obras “Reparación de cubierta y cielorraso en E.P. Nº 22”, “Reparación de cubierta en E.P. Nº 38”, “Reparación de cubierta y cielorraso en E.P. Nº 37 y E.S. Nº 37” y “Reparación de cubierta en E.P. Nº 76 ... […] Públicos 22.5.01.67 R.A. (132) Reparación de cubierta y cielorraso E.P. Nº 22 - Acta Complementaria Nª 15. $ 11.843.225,05.- Fuente de Financiamiento 132 Jurisdicción ... […] 1110105000 Secretaria de Obras y Servicios Públicos 22.5.01.68 R.A. (132) Reparación de cubierta E.P. Nº38 - Acta Complementaria Nª 16 . $ 23.200.000,00. Fuente de Financiam",2024-06-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10725/contents/2061444,General San Martín,Decreto Nº0205/24 en el boletín 1947º de General San Martín,,03/06/2024,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10725/contents/2061444,"Aprobando Licitación Privada Nº 40/24, PROVISION Y COLOCACION DE AIRE ACONDICIONADO.- ...",2024-06-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10711/contents/2060802,Bahia Blanca,Decreto Nº1363 en el boletín 336º de Bahia Blanca,,03/06/2024,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10711/contents/2060802,"Que mediante sus líneas de acción, destinadas a erradicar las letrinas y poner fin a la defecación al aire libre mediante la mejora de los baños en viviendas deficitarias y la capacitación de equipos técnicos territoriales para el diseño y ejecución ... […] a partir de la construcción y/o remodelación de sus núcleos sanitarios, con las políticas y los programas de infraestructura social básica y mejoramiento del hábitat, los cuales incluyen la construcción de los desagües cloacales, pozos y cámaras ... […] progresiva, las letrinas a partir de la asistencia para la construcción de núcleos húmed",2024-06-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051392,Coronel Dorrego,Decreto Nº0635/2024 en el boletín 138º de Coronel Dorrego,,31/05/2024,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051392,"Que el Jefe de Compras ha manifestado la necesidad de proceder a la adquisición de cubiertas para la Dirección de Servicios; ... […] de proceder a la adquisición de cubiertas para la Dirección de Servicios, dichas cubiertas son: 8 cubiertas lisas 275/80/22.5 para los camiones 552/553/427 4 ... […] cubiertas lisas 185/65/14 para la camioneta 644 2 cubiertas lisas 235/75/15 para la camioneta 545 4 cubiertas lisas 305/70/16.5 para la Pala 447 ...",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051409,Coronel Dorrego,Decreto Nº0639/2024 en el boletín 138º de Coronel Dorrego,,31/05/2024,,adjudicada,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051409,"CUBIERTAS ... […] .- $4.032.000,00.- 4 CUBIERTAS LISAS 185/65/14 ... […] .- 2 CUBIERTAS LISAS 235/75/15 ...",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10626/contents/2056487,Bragado,Decreto Nº474 en el boletín 142º de Bragado,,31/05/2024,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10626/contents/2056487,"CONSIDERANDO: Que, de acuerdo al informe elevado por la Secretaría de Gobierno, es preciso proceder al dictado del acto administrativo pertinente; por ello ... […] VISTO: Que es necesario proceder al llamado a Licitación Privada Nº 13/2024 referente a la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles policiales de la ciudad de Bragado; y, ... […] ARTICULO 1º: LLAMAR a Licitación Privada Nº 13/2024 referente a la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles policiales de la ciudad de Bragado ",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10626/contents/2060776,Bragado,Decreto Nº549 en el boletín 142º de Bragado,,31/05/2024,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/10626/contents/2060776,"CONSIDERANDO: Los informes de la Secretaría de Gobierno, la Subsecretaría Legal y Técnica y la Dirección de Compras que concuerdan en aceptar las ofertas presentadas por los oferentes “DESTEFANO NORA E.” y “ALBICI ... […] VISTO: El llamado a Licitación Privada Nº 13/2024 para la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles policiales de la ciudad de Bragado; y, ... […] ARTICULO 1º. - ADJUDICAR la Licitación Privada Nº 13/2024 referida a la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles polic",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2062586,Coronel Suárez,Ordenanza Nº8157/2024 en el boletín 138º de Coronel Suárez,,31/05/2024,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2062586,"Destalonadora – desmontador de llantas ducc11010 29122 $ 44.075,70 ...",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2050323,Coronel Suárez,Decreto Nº752/2024 en el boletín 138º de Coronel Suárez,,31/05/2024,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2050323,"Que es necesaria su adquisición, a través de un Concurso de Precios, según lo establece la Ley Orgánica Municipal ... […] la necesidad de adquirir Cubiertas y Cámaras de Aire para Camión Desobstructor de la Planta Depuradora de Coronel Suárez, dependiente de Secretaría de Obras Públicas, y – ... […] ) - - - - - CUBIERTAS y CAMARAS DE AIRE para Camión Desobstructor de la Planta Depuradora de Coronel Suárez, dependiente de Secretaría de Obras ...",2024-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2053481,Coronel Suárez,Decreto Nº793/2024 en el boletín 138º de Coronel Suárez,,31/05/2024,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/10592/contents/2053481,"Que en el mismo cotizaron cuatro firmas, efectuándose la correspondiente compulsa, según consta en la documentación adjunta al presente ... […] el Concurso de Precios nº 50/2024 realizado en el Expediente de referencia, para la adquisición de Cubiertas y Cámaras de Aire , para Ambulancia y Auto de Salud, solicitado por la Dirección del Hospital Municipal “Lucero del Alba” de Huanguelen, y- ... […] ART.1º : Adjudícase el Concurso de Precios nº 50/2024, para la adquisición de - - - - - Cubiertas y Cámaras de Aire , para Ambulancia y Auto de Salud, solicitado por la Dirección del Hospital Municip",2024-05-31,2026-09-01,2026-09-01
